condition,country,actor.id,actor.age.years,actor.gender,dist,eq.uneq,decision,value,trial
AI,US,usa.actor.43,7,M,t14.dist,U,reject,high,t14
DI,US,usa.actor.44,12,F,t14.dist,U,reject,low,t14
AI,US,usa.actor.45,8,F,t14.dist,U,accept,low,t14
AI,US,usa.actor.46,12,F,t14.dist,E,accept,low,t14
AI,US,usa.actor.47,4,F,t14.dist,E,accept,low,t14
AI,US,usa.actor.48,9,M,t14.dist,U,accept,low,t14
DI,US,usa.actor.49,7,F,t14.dist,E,accept,high,t14
DI,US,usa.actor.5,8,F,t14.dist,U,accept,low,t14
DI,US,usa.actor.50,8,F,t14.dist,E,accept,low,t14
DI,US,usa.actor.51,12,M,t14.dist,E,accept,high,t14
AI,US,usa.actor.52,10,F,t14.dist,E,reject,high,t14
DI,US,usa.actor.53,5,F,t14.dist,U,accept,high,t14
AI,US,usa.actor.54,6,F,t14.dist,E,reject,high,t14
AI,US,usa.actor.55,8,F,t14.dist,E,accept,high,t14
DI,US,usa.actor.56,8,F,t14.dist,E,accept,high,t14
AI,US,usa.actor.57,9,M,t14.dist,U,accept,low,t14
DI,US,usa.actor.58,7,M,t14.dist,E,accept,low,t14
AI,US,usa.actor.59,8,M,t14.dist,U,accept,high,t14
AI,US,usa.actor.6,7,M,t14.dist,E,reject,low,t14
DI,US,usa.actor.60,7,M,t14.dist,U,accept,low,t14
AI,US,usa.actor.61,11,F,t14.dist,E,accept,high,t14
AI,US,usa.actor.62,12,F,t14.dist,U,reject,low,t14
AI,US,usa.actor.63,6,M,t14.dist,U,reject,high,t14
DI,US,usa.actor.64,4,F,t14.dist,U,accept,low,t14
DI,US,usa.actor.65,7,M,t14.dist,U,reject,low,t14
AI,US,usa.actor.66,9,M,t14.dist,U,reject,low,t14
DI,US,usa.actor.67,10,M,t14.dist,U,reject,low,t14
AI,US,usa.actor.68,10,M,t14.dist,E,accept,low,t14
DI,US,usa.actor.69,10,F,t14.dist,U,accept,high,t14
AI,US,usa.actor.7,8,M,t14.dist,E,accept,high,t14
AI,US,usa.actor.70,4,F,t14.dist,U,accept,high,t14
AI,US,usa.actor.71,5,M,t14.dist,U,accept,low,t14
DI,US,usa.actor.72,5,F,t14.dist,E,accept,high,t14
AI,US,usa.actor.73,7,F,t14.dist,E,accept,low,t14
AI,US,usa.actor.74,9,F,t14.dist,E,accept,high,t14
DI,US,usa.actor.75,8,F,t14.dist,E,accept,high,t14
DI,US,usa.actor.76,10,M,t14.dist,U,reject,low,t14
DI,US,usa.actor.77,9,M,t14.dist,E,accept,high,t14
AI,US,usa.actor.78,12,M,t14.dist,U,accept,low,t14
DI,US,usa.actor.79,10,M,t14.dist,U,reject,low,t14
AI,US,usa.actor.8,10,M,t14.dist,U,accept,high,t14
DI,US,usa.actor.80,10,M,t14.dist,U,accept,high,t14
AI,US,usa.actor.81,11,M,t14.dist,E,accept,low,t14
DI,US,usa.actor.82,12,M,t14.dist,U,accept,low,t14
AI,US,usa.actor.83,11,F,t14.dist,U,accept,high,t14
DI,US,usa.actor.84,4,F,t14.dist,E,accept,high,t14
AI,US,usa.actor.85,7,F,t14.dist,U,accept,low,t14
DI,US,usa.actor.86,6,M,t14.dist,U,accept,high,t14
DI,US,usa.actor.87,9,F,t14.dist,U,accept,low,t14
DI,US,usa.actor.88,10,F,t14.dist,E,accept,high,t14
DI,US,usa.actor.89,12,M,t14.dist,E,accept,low,t14
DI,US,usa.actor.9,6,F,t14.dist,U,reject,low,t14
DI,US,usa.actor.90,11,F,t14.dist,E,accept,low,t14
DI,US,usa.actor.91,9,M,t14.dist,E,accept,high,t14
DI,US,usa.actor.92,12,F,t14.dist,U,accept,high,t14
AI,US,usa.actor.93,12,F,t14.dist,U,reject,low,t14
AI,US,usa.actor.94,10,F,t14.dist,U,reject,low,t14
DI,US,usa.actor.95,10,M,t14.dist,E,accept,low,t14
AI,US,usa.actor.96,11,M,t14.dist,E,accept,high,t14
AI,US,usa.actor.97,10,F,t14.dist,E,accept,low,t14
DI,US,usa.actor.98,11,M,t14.dist,E,accept,low,t14
AI,US,usa.actor.99,10,F,t14.dist,E,accept,high,t14
AI,US,usa.actor.1,10,F,t15.dist,U,reject,high,t15
DI,US,usa.actor.10,8,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.100,11,F,t15.dist,U,reject,high,t15
AI,US,usa.actor.101,11,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.102,12,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.103,11,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.104,6,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.105,8,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.106,8,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.107,9,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.108,12,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.109,7,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.11,8,F,t15.dist,U,accept,high,t15
AI,US,usa.actor.110,12,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.111,8,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.112,9,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.113,9,M,t15.dist,U,reject,high,t15
AI,US,usa.actor.114,8,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.115,12,M,t15.dist,E,accept,low,t15
DI,US,usa.actor.116,12,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.117,10,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.118,5,F,t15.dist,E,accept,low,t15
DI,US,usa.actor.119,4,M,t15.dist,E,accept,low,t15
DI,US,usa.actor.12,8,F,t15.dist,U,reject,low,t15
AI,US,usa.actor.120,4,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.121,4,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.122,8,M,t15.dist,E,accept,low,t15
AI,US,usa.actor.123,9,F,t15.dist,U,reject,low,t15
AI,US,usa.actor.125,5,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.126,7,M,t15.dist,E,reject,low,t15
AI,US,usa.actor.127,8,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.128,6,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.129,5,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.13,8,M,t15.dist,U,reject,high,t15
AI,US,usa.actor.130,4,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.131,5,F,t15.dist,U,accept,high,t15
AI,US,usa.actor.132,6,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.133,9,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.134,9,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.135,11,F,t15.dist,E,reject,low,t15
AI,US,usa.actor.136,11,F,t15.dist,U,accept,low,t15
AI,US,usa.actor.137,6,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.138,6,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.139,6,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.14,9,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.140,10,M,t15.dist,E,accept,low,t15
AI,US,usa.actor.141,10,F,t15.dist,U,accept,low,t15
AI,US,usa.actor.142,4,M,t15.dist,U,reject,high,t15
DI,US,usa.actor.143,4,M,t15.dist,E,accept,low,t15
DI,US,usa.actor.144,7,F,t15.dist,E,reject,low,t15
DI,US,usa.actor.145,11,F,t15.dist,E,reject,high,t15
AI,US,usa.actor.146,6,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.147,5,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.148,11,F,t15.dist,E,reject,high,t15
AI,US,usa.actor.149,5,F,t15.dist,U,accept,low,t15
AI,US,usa.actor.15,10,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.150,6,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.151,4,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.152,6,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.153,5,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.154,6,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.155,5,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.156,5,F,t15.dist,E,reject,low,t15
AI,US,usa.actor.157,6,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.158,8,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.159,9,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.16,11,M,t15.dist,U,accept,low,t15
AI,US,usa.actor.160,7,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.161,8,F,t15.dist,U,reject,low,t15
AI,US,usa.actor.162,10,M,t15.dist,U,accept,high,t15
AI,US,usa.actor.163,11,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.164,11,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.165,4,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.166,4,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.167,4,M,t15.dist,U,accept,low,t15
AI,US,usa.actor.168,9,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.169,8,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.17,12,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.170,7,F,t15.dist,U,accept,high,t15
AI,US,usa.actor.171,9,F,t15.dist,E,reject,low,t15
DI,US,usa.actor.172,7,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.173,7,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.174,7,M,t15.dist,E,reject,low,t15
AI,US,usa.actor.175,7,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.176,10,F,t15.dist,U,accept,low,t15
AI,US,usa.actor.177,12,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.178,10,M,t15.dist,U,accept,high,t15
AI,US,usa.actor.179,11,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.18,8,F,t15.dist,E,reject,high,t15
AI,US,usa.actor.180,10,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.181,10,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.182,6,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.183,6,M,t15.dist,E,accept,low,t15
AI,US,usa.actor.184,5,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.185,6,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.186,4,M,t15.dist,U,accept,high,t15
AI,US,usa.actor.187,8,F,t15.dist,U,reject,high,t15
DI,US,usa.actor.188,8,M,t15.dist,U,accept,low,t15
AI,US,usa.actor.189,8,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.19,7,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.190,10,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.191,6,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.192,6,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.193,9,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.194,5,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.195,7,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.196,8,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.197,8,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.198,10,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.199,6,M,t15.dist,U,reject,high,t15
AI,US,usa.actor.2,10,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.20,10,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.200,6,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.201,4,M,t15.dist,U,accept,low,t15
AI,US,usa.actor.202,5,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.203,5,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.204,6,M,t15.dist,U,accept,low,t15
AI,US,usa.actor.205,4,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.206,4,M,t15.dist,U,accept,high,t15
AI,US,usa.actor.207,4,F,t15.dist,E,accept,low,t15
DI,US,usa.actor.208,6,F,t15.dist,U,reject,low,t15
AI,US,usa.actor.209,6,F,t15.dist,E,reject,high,t15
DI,US,usa.actor.21,10,F,t15.dist,E,accept,low,t15
DI,US,usa.actor.22,12,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.23,5,M,t15.dist,E,accept,low,t15
AI,US,usa.actor.24,5,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.26,7,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.27,8,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.28,8,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.29,11,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.3,8,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.30,10,F,t15.dist,U,reject,high,t15
DI,US,usa.actor.31,6,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.32,6,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.33,6,F,t15.dist,U,reject,high,t15
AI,US,usa.actor.34,4,F,t15.dist,U,reject,high,t15
AI,US,usa.actor.35,9,F,t15.dist,U,accept,high,t15
DI,US,usa.actor.36,5,M,t15.dist,E,accept,low,t15
AI,US,usa.actor.37,4,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.38,6,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.39,6,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.4,8,M,t15.dist,U,reject,high,t15
DI,US,usa.actor.40,6,M,t15.dist,E,accept,low,t15
AI,US,usa.actor.41,7,F,t15.dist,U,reject,high,t15
AI,US,usa.actor.42,9,F,t15.dist,U,accept,low,t15
AI,US,usa.actor.43,7,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.44,12,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.45,8,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.46,12,F,t15.dist,U,reject,low,t15
AI,US,usa.actor.47,4,F,t15.dist,U,reject,low,t15
AI,US,usa.actor.48,9,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.49,7,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.5,8,F,t15.dist,E,accept,low,t15
DI,US,usa.actor.50,8,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.51,12,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.52,10,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.53,5,F,t15.dist,E,reject,high,t15
AI,US,usa.actor.54,6,F,t15.dist,E,reject,high,t15
AI,US,usa.actor.55,8,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.56,8,F,t15.dist,U,reject,high,t15
AI,US,usa.actor.57,9,M,t15.dist,E,reject,low,t15
DI,US,usa.actor.58,7,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.59,8,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.6,7,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.60,7,M,t15.dist,U,accept,low,t15
AI,US,usa.actor.61,11,F,t15.dist,U,reject,high,t15
AI,US,usa.actor.62,12,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.63,6,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.64,4,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.65,7,M,t15.dist,U,accept,low,t15
AI,US,usa.actor.66,9,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.67,10,M,t15.dist,E,accept,low,t15
AI,US,usa.actor.68,10,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.69,10,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.7,8,M,t15.dist,U,reject,high,t15
AI,US,usa.actor.70,4,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.71,5,M,t15.dist,E,accept,low,t15
DI,US,usa.actor.72,5,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.73,7,F,t15.dist,U,accept,low,t15
AI,US,usa.actor.74,9,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.75,8,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.76,10,M,t15.dist,E,accept,low,t15
DI,US,usa.actor.77,9,M,t15.dist,E,accept,high,t15
AI,US,usa.actor.78,12,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.79,10,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.8,10,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.80,10,M,t15.dist,U,reject,high,t15
AI,US,usa.actor.81,11,M,t15.dist,U,accept,low,t15
DI,US,usa.actor.82,12,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.83,11,F,t15.dist,E,accept,high,t15
DI,US,usa.actor.84,4,F,t15.dist,E,accept,high,t15
AI,US,usa.actor.85,7,F,t15.dist,E,accept,low,t15
DI,US,usa.actor.86,6,M,t15.dist,E,accept,high,t15
DI,US,usa.actor.87,9,F,t15.dist,E,accept,low,t15
DI,US,usa.actor.88,10,F,t15.dist,U,reject,high,t15
DI,US,usa.actor.89,12,M,t15.dist,U,reject,low,t15
DI,US,usa.actor.9,6,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.90,11,F,t15.dist,U,reject,low,t15
DI,US,usa.actor.91,9,M,t15.dist,U,accept,high,t15
DI,US,usa.actor.92,12,F,t15.dist,U,accept,high,t15
AI,US,usa.actor.93,12,F,t15.dist,E,accept,low,t15
AI,US,usa.actor.94,10,F,t15.dist,E,accept,low,t15
DI,US,usa.actor.95,10,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.96,11,M,t15.dist,U,reject,high,t15
AI,US,usa.actor.97,10,F,t15.dist,U,accept,low,t15
DI,US,usa.actor.98,11,M,t15.dist,U,reject,low,t15
AI,US,usa.actor.99,10,F,t15.dist,E,reject,high,t15
AI,US,usa.actor.1,10,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.10,8,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.100,11,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.101,11,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.102,12,M,t16.dist,E,reject,high,t16
AI,US,usa.actor.103,11,F,t16.dist,U,accept,high,t16
AI,US,usa.actor.104,6,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.105,8,F,t16.dist,U,reject,low,t16
AI,US,usa.actor.106,8,F,t16.dist,U,reject,low,t16
DI,US,usa.actor.107,9,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.108,12,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.109,7,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.11,8,F,t16.dist,E,reject,high,t16
AI,US,usa.actor.110,12,F,t16.dist,U,reject,high,t16
DI,US,usa.actor.111,8,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.112,9,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.113,9,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.114,8,M,t16.dist,U,accept,high,t16
DI,US,usa.actor.115,12,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.116,12,F,t16.dist,U,accept,high,t16
AI,US,usa.actor.117,10,F,t16.dist,E,reject,high,t16
DI,US,usa.actor.118,5,F,t16.dist,U,reject,low,t16
DI,US,usa.actor.119,4,M,t16.dist,U,reject,low,t16
DI,US,usa.actor.12,8,F,t16.dist,E,accept,low,t16
AI,US,usa.actor.120,4,F,t16.dist,U,accept,low,t16
DI,US,usa.actor.121,4,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.122,8,M,t16.dist,U,accept,low,t16
AI,US,usa.actor.123,9,F,t16.dist,U,reject,low,t16
AI,US,usa.actor.125,5,M,t16.dist,U,accept,low,t16
DI,US,usa.actor.126,7,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.127,8,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.128,6,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.129,5,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.13,8,M,t16.dist,U,reject,high,t16
AI,US,usa.actor.130,4,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.131,5,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.132,6,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.133,9,F,t16.dist,U,reject,high,t16
AI,US,usa.actor.134,9,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.135,11,F,t16.dist,U,reject,low,t16
AI,US,usa.actor.136,11,F,t16.dist,E,accept,low,t16
AI,US,usa.actor.137,6,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.138,6,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.139,6,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.14,9,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.140,10,M,t16.dist,U,reject,low,t16
AI,US,usa.actor.141,10,F,t16.dist,U,reject,low,t16
AI,US,usa.actor.142,4,M,t16.dist,U,reject,high,t16
DI,US,usa.actor.143,4,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.144,7,F,t16.dist,U,accept,low,t16
DI,US,usa.actor.145,11,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.146,6,F,t16.dist,E,reject,low,t16
DI,US,usa.actor.147,5,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.148,11,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.149,5,F,t16.dist,E,reject,low,t16
AI,US,usa.actor.15,10,M,t16.dist,E,reject,high,t16
DI,US,usa.actor.150,6,M,t16.dist,U,reject,high,t16
AI,US,usa.actor.151,4,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.152,6,F,t16.dist,U,reject,low,t16
AI,US,usa.actor.153,5,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.154,6,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.155,5,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.156,5,F,t16.dist,U,accept,low,t16
AI,US,usa.actor.157,6,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.158,8,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.159,9,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.16,11,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.160,7,F,t16.dist,E,reject,high,t16
DI,US,usa.actor.161,8,F,t16.dist,U,accept,low,t16
AI,US,usa.actor.162,10,M,t16.dist,E,reject,high,t16
AI,US,usa.actor.163,11,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.164,11,F,t16.dist,U,accept,low,t16
AI,US,usa.actor.165,4,F,t16.dist,U,accept,high,t16
DI,US,usa.actor.166,4,M,t16.dist,U,accept,low,t16
DI,US,usa.actor.167,4,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.168,9,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.169,8,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.17,12,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.170,7,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.171,9,F,t16.dist,E,reject,low,t16
DI,US,usa.actor.172,7,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.173,7,M,t16.dist,U,accept,high,t16
AI,US,usa.actor.174,7,M,t16.dist,U,accept,low,t16
AI,US,usa.actor.175,7,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.176,10,F,t16.dist,U,accept,low,t16
AI,US,usa.actor.177,12,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.178,10,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.179,11,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.18,8,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.180,10,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.181,10,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.182,6,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.183,6,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.184,5,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.185,6,M,t16.dist,U,accept,high,t16
AI,US,usa.actor.186,4,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.187,8,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.188,8,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.189,8,F,t16.dist,E,reject,low,t16
DI,US,usa.actor.19,7,F,t16.dist,U,reject,low,t16
AI,US,usa.actor.190,10,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.191,6,F,t16.dist,U,reject,low,t16
AI,US,usa.actor.192,6,M,t16.dist,E,reject,low,t16
DI,US,usa.actor.193,9,M,t16.dist,U,reject,low,t16
DI,US,usa.actor.194,5,M,t16.dist,U,accept,high,t16
DI,US,usa.actor.195,7,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.196,8,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.197,8,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.198,10,F,t16.dist,U,accept,high,t16
DI,US,usa.actor.199,6,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.2,10,F,t16.dist,U,reject,low,t16
DI,US,usa.actor.20,10,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.200,6,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.201,4,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.202,5,F,t16.dist,E,reject,high,t16
DI,US,usa.actor.203,5,F,t16.dist,U,accept,high,t16
DI,US,usa.actor.204,6,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.205,4,F,t16.dist,U,accept,high,t16
DI,US,usa.actor.206,4,M,t16.dist,E,accept,high,t16
AI,US,usa.actor.207,4,F,t16.dist,U,accept,low,t16
DI,US,usa.actor.208,6,F,t16.dist,E,accept,low,t16
AI,US,usa.actor.209,6,F,t16.dist,E,reject,high,t16
DI,US,usa.actor.21,10,F,t16.dist,U,reject,low,t16
DI,US,usa.actor.22,12,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.23,5,M,t16.dist,U,reject,low,t16
AI,US,usa.actor.24,5,F,t16.dist,U,accept,low,t16
DI,US,usa.actor.26,7,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.27,8,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.28,8,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.29,11,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.3,8,M,t16.dist,E,accept,low,t16
DI,US,usa.actor.30,10,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.31,6,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.32,6,M,t16.dist,E,reject,low,t16
DI,US,usa.actor.33,6,F,t16.dist,E,accept,high,t16
AI,US,usa.actor.34,4,F,t16.dist,U,accept,high,t16
AI,US,usa.actor.35,9,F,t16.dist,E,accept,high,t16
DI,US,usa.actor.36,5,M,t16.dist,E,accept,low,t16
AI,US,usa.actor.37,4,F,t16.dist,E,accept,low,t16
DI,US,usa.actor.38,6,F,t16.dist,U,reject,high,t16
AI,US,usa.actor.39,6,M,t16.dist,E,reject,high,t16
DI,US,usa.actor.4,8,M,t16.dist,E,accept,high,t16
DI,US,usa.actor.40,6,M,t16.dist,U,reject,low,t16
AI,US,usa.actor.41,7,F,t16.dist,U,reject,high,t16
AI,US,usa.actor.42,9,F,t16.dist,E,accept,low,t16
AI,US,usa.actor.43,7,M,t16.dist,E,reject,high,t16
DI,US,usa.actor.44,12,F,t16.dist,E,accept,low,t16
AI,US,usa.actor.45,8,F,t16.dist,U,accept,low,t16
AI,US,usa.actor.46,12,F,t16.dist,E,accept,low,t16
AI,US,usa.actor.47,4,F,t16.dist,E,accept,low,t16
AI,US,usa.actor.48,9,M,t16.dist,U,accept,low,t16
DI,US,usa.actor.49,7,F,t16.dist,U,reject,high,t16
DI,US,usa.actor.5,8,F,t16.dist,E,reject,low,t16
DI,US,usa.actor.50,8,F,t16.dist,E,accept,low,t16
